region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,comes_furnished,laundry_options,parking_options,state
"kansas city, MO",600,apartment,480,0,1,1,1,1,0,laundry on site,off-street parking,ks
lakeland,1199,apartment,1153,2,2,0,1,1,0,w/d in unit,NA,fl
joplin,425,house,450,1,1,0,0,0,0,no laundry on site,off-street parking,mo
tulsa,729,apartment,844,2,1,1,1,1,0,laundry in bldg,street parking,ok
wichita,599,apartment,858,2,2,1,1,1,0,w/d hookups,off-street parking,ks
reno / tahoe,1202,apartment,700,1,1,1,1,1,0,NA,carport,ca
springfield,450,apartment,800,2,1,0,0,0,0,laundry in bldg,off-street parking,mo
richmond,1278,apartment,811,1,1,1,1,0,1,w/d in unit,detached garage,va
reading,1325,apartment,830,1,1,0,0,1,0,w/d in unit,off-street parking,pa
cleveland,1120,apartment,1163,2,2,1,1,1,0,w/d in unit,NA,oh
stockton,1350,apartment,903,2,1,1,1,1,0,laundry on site,carport,ca
springfield,1025,apartment,1328,3,2,1,1,0,0,w/d hookups,off-street parking,mo
chattanooga,919,apartment,1054,2,1.5,1,1,1,0,NA,NA,tn
eastern NC,852,apartment,940,1,2,1,1,0,0,w/d hookups,carport,nc
ames,995,duplex,1216,3,1.5,1,1,0,0,w/d in unit,off-street parking,ia
winchester,1190,apartment,933,2,1.5,1,1,1,0,NA,off-street parking,va
milwaukee,1758,apartment,1092,2,2,1,1,1,0,w/d in unit,off-street parking,wi
denver,2000,apartment,1289,3,2,1,1,1,0,w/d in unit,detached garage,co
athens,975,apartment,988,2,2,1,1,1,0,w/d hookups,off-street parking,ga
knoxville,900,apartment,912,2,2,1,1,0,0,w/d hookups,NA,tn
denver,2377,apartment,1289,3,2,0,0,1,0,NA,NA,co
charleston,1000,apartment,800,2,1,1,1,1,0,w/d in unit,off-street parking,sc
phoenix,2300,house,2012,3,2,0,0,1,0,NA,attached garage,az
montgomery,650,apartment,850,1,1,1,1,0,0,laundry on site,NA,al
redding,1075,house,900,2,1,0,0,1,0,w/d hookups,detached garage,ca
dallas / fort worth,1425,apartment,1080,2,2,0,0,1,0,NA,NA,tx
merced,640,house,1025,3,2,0,0,1,0,NA,NA,ca
columbus,300,house,1500,2,1.5,0,0,1,0,NA,NA,ga
charleston,1035,apartment,1000,2,2,1,1,1,0,w/d hookups,off-street parking,sc
chattanooga,999,apartment,860,2,1,1,1,1,0,w/d hookups,carport,tn
albuquerque,810,apartment,1089,2,2,1,1,1,0,laundry on site,off-street parking,nm
lubbock,775,apartment,780,1,1,1,1,1,0,w/d in unit,carport,tx
"st louis, MO",630,apartment,690,1,1,1,1,1,0,laundry on site,off-street parking,il
jacksonville,1265,apartment,756,1,1,1,1,1,0,w/d in unit,detached garage,fl
central NJ,1728,apartment,545,1,1,1,1,1,0,NA,NA,nj
charlotte,1768,apartment,1254,2,2,1,1,1,0,w/d in unit,attached garage,nc
jackson,605,apartment,572,1,1,0,0,1,0,laundry on site,off-street parking,ms
monterey bay,3095,apartment,1281,2,2,1,1,1,0,w/d in unit,off-street parking,ca
atlanta,1042,apartment,896,1,1,0,0,1,0,NA,NA,ga
southern maryland,1295,apartment,784,1,1,1,1,0,0,laundry on site,off-street parking,md
champaign urbana,1350,apartment,697,1,1,0,0,0,1,w/d in unit,carport,il
lafayette,800,house,1660,4,2,1,1,0,0,w/d hookups,off-street parking,la
altoona-johnstown,888,townhouse,930,2,1.5,1,1,1,0,w/d in unit,off-street parking,pa
worcester / central MA,2619,apartment,1067,2,2,1,1,0,0,w/d in unit,detached garage,ma
ventura county,2485,apartment,1173,2,2,1,1,1,0,w/d in unit,attached garage,ca
albuquerque,520,apartment,800,1,1,1,1,1,0,no laundry on site,off-street parking,nm
flint,605,apartment,820,1,1,1,1,1,0,w/d hookups,carport,mi
ann arbor,1369,apartment,1000,2,1,1,1,0,0,laundry in bldg,off-street parking,mi
corvallis/albany,945,apartment,935,2,1,1,1,0,0,w/d hookups,carport,or
roanoke,1093,townhouse,900,2,1.5,1,1,1,0,laundry on site,off-street parking,va
memphis,809,apartment,1123,2,2,1,1,1,0,NA,NA,tn
wausau,600,manufactured,1000,2,1,0,0,1,0,w/d hookups,off-street parking,wi
chicago,2400,apartment,1600,3,2,1,1,1,1,w/d in unit,off-street parking,il
central NJ,1956,apartment,839,1,1,0,0,0,0,w/d in unit,off-street parking,nj
dallas / fort worth,975,apartment,1004,2,1,1,1,1,0,laundry on site,carport,tx
cape cod / islands,3000,house,2900,4,3,0,0,1,0,NA,NA,ma
fort collins / north CO,1360,apartment,765,1,1,1,1,0,0,w/d in unit,off-street parking,co
pensacola,875,house,920,3,1,1,1,0,0,w/d hookups,NA,fl
sioux falls / SE SD,680,apartment,836,2,1,1,1,0,0,laundry in bldg,off-street parking,sd
albuquerque,1195,apartment,922,2,2,1,1,0,0,w/d in unit,off-street parking,nm
austin,827,apartment,576,1,1,1,1,1,0,NA,NA,tx
ogden-clearfield,975,apartment,768,1,1,1,1,0,0,w/d in unit,carport,ut
amarillo,615,apartment,364,0,1,1,1,0,1,laundry on site,NA,tx
saginaw-midland-baycity,780,apartment,937,2,1,1,1,1,0,laundry in bldg,carport,mi
abilene,800,apartment,856,2,1,0,0,1,0,NA,NA,tx
delaware,1460,apartment,792,1,1,0,0,1,0,NA,NA,de
buffalo,945,apartment,840,2,1,1,0,1,0,laundry in bldg,off-street parking,ny
jacksonville,1115,apartment,804,1,1,1,1,1,0,w/d hookups,NA,fl
columbia,1074,apartment,916,1,1,1,1,1,0,laundry on site,off-street parking,sc
reno / tahoe,1059,apartment,875,2,1,1,1,1,0,laundry on site,NA,nv
las vegas,1224,apartment,1106,2,2,1,1,1,0,w/d in unit,attached garage,nv
daytona beach,909,apartment,758,1,1,1,1,1,0,w/d in unit,NA,fl
raleigh / durham / CH,1075,apartment,1294,2,2,1,1,1,0,w/d hookups,NA,nc
ann arbor,1205,apartment,976,2,2,1,1,1,0,w/d in unit,carport,mi
colorado springs,930,apartment,600,1,1,1,1,1,0,laundry on site,off-street parking,co
lexington,829,apartment,840,2,1,1,1,1,0,w/d hookups,NA,ky
salt lake city,1525,apartment,1430,3,2,1,1,0,0,w/d hookups,carport,ut
tampa bay area,956,apartment,763,1,1,1,1,1,0,NA,off-street parking,fl
chattanooga,930,townhouse,1020,2,1.5,1,1,1,0,w/d hookups,off-street parking,tn
western IL,1213,house,1914,4,1.5,1,1,1,0,NA,NA,il
worcester / central MA,750,apartment,300,1,1,0,0,0,0,no laundry on site,no parking,ma
ft myers / SW florida,1768,apartment,1067,2,2,1,1,0,0,w/d in unit,off-street parking,fl
"st louis, MO",999,townhouse,1479,2,1.5,1,1,1,0,w/d hookups,off-street parking,il
new hampshire,1950,apartment,1020,2,1,1,1,1,0,w/d in unit,off-street parking,nh
delaware,1215,apartment,880,2,2,1,1,1,0,w/d in unit,off-street parking,de
tuscaloosa,1229,house,2107,4,2,1,1,1,0,w/d hookups,attached garage,al
los angeles,1000,duplex,600,1,1,0,0,0,0,w/d in unit,off-street parking,ca
boise,2225,apartment,975,2,2,1,1,0,0,w/d in unit,detached garage,id
asheville,1065,apartment,950,2,2,1,1,1,0,w/d hookups,off-street parking,nc
augusta,1235,apartment,1299,2,2,1,1,0,0,w/d hookups,NA,ga
little rock,859,apartment,815,1,1,1,1,1,0,w/d in unit,off-street parking,ar
rhode island,1650,apartment,780,2,1,1,1,1,0,w/d in unit,street parking,ri
cleveland,785,house,1375,4,1.5,1,1,1,0,w/d hookups,detached garage,oh
fort collins / north CO,1399,apartment,656,1,1,1,1,0,0,w/d in unit,attached garage,co
corpus christi,819,apartment,753,2,1,1,1,0,0,laundry on site,street parking,tx
pensacola,926,apartment,836,2,1,1,1,1,0,laundry on site,off-street parking,fl
fort wayne,830,apartment,800,2,1,1,1,1,0,laundry on site,off-street parking,in
wilmington,1224,apartment,815,1,1.5,1,1,1,0,w/d in unit,NA,nc
birmingham,775,apartment,802,1,1,1,1,1,0,laundry on site,street parking,al
gainesville,1074,apartment,977,2,2,1,1,1,0,w/d hookups,NA,fl
orlando,1349,apartment,881,2,2,1,1,1,0,w/d in unit,off-street parking,fl
columbia / jeff city,1000,condo,1512,3,3,0,0,0,0,w/d hookups,off-street parking,mo
fredericksburg,1021,apartment,1000,2,1,0,0,1,0,NA,NA,va
orange county,2450,apartment,1093,2,2,1,1,1,0,w/d in unit,NA,ca
ventura county,2298,apartment,1160,2,2,0,0,1,0,NA,NA,ca
monterey bay,5300,house,3440,4,4,0,0,1,0,w/d in unit,attached garage,ca
monterey bay,1879,apartment,659,1,1,1,1,1,0,laundry on site,carport,ca
reno / tahoe,1225,duplex,800,1,1,1,1,0,0,w/d in unit,street parking,ca
san diego,2050,apartment,900,2,1,0,0,1,0,NA,NA,ca
south jersey,1610,apartment,874,1,1,0,0,1,0,NA,NA,nj
boulder,745,apartment,585,1,1,1,1,1,0,laundry in bldg,street parking,co
st cloud,915,apartment,825,1,1,1,1,0,0,w/d in unit,NA,mn
gulfport / biloxi,900,apartment,1200,3,2,0,0,1,0,w/d hookups,off-street parking,ms
omaha / council bluffs,1690,apartment,1611,3,2,1,1,1,0,w/d in unit,attached garage,ia
reno / tahoe,1395,duplex,988,2,1,1,1,0,0,w/d hookups,detached garage,ca
SF bay area,2400,duplex,1050,2,1,1,0,1,0,w/d hookups,off-street parking,ca
anchorage / mat-su,880,apartment,460,0,1,1,1,1,0,laundry on site,off-street parking,ak
worcester / central MA,2280,apartment,1096,2,2,1,1,1,0,w/d in unit,NA,ma
seattle-tacoma,1429,apartment,650,1,1,1,1,0,0,w/d in unit,off-street parking,wa
huntsville / decatur,799,apartment,705,1,1,0,0,1,0,NA,NA,al
lansing,786,apartment,866,2,1.5,1,1,1,0,laundry in bldg,carport,mi
new hampshire,1575,apartment,797,1,1,1,1,1,0,w/d in unit,off-street parking,nh
raleigh / durham / CH,960,apartment,823,1,1,1,1,0,0,w/d hookups,off-street parking,nc
wichita,628,apartment,750,2,1,1,1,0,0,laundry on site,NA,ks
grand rapids,1595,duplex,2000,4,2,1,1,0,0,w/d in unit,off-street parking,mi
jackson,1000,apartment,1280,3,0,1,1,1,0,NA,NA,tn
treasure coast,1800,apartment,7342.58999999996,3,2,1,1,1,0,NA,NA,fl
redding,1395,apartment,1350,2,2,1,1,0,0,w/d hookups,detached garage,ca
san marcos,645,apartment,1437,4,4.5,1,1,1,1,w/d in unit,off-street parking,tx
baltimore,1482,apartment,945,2,2,1,1,1,0,NA,NA,md
daytona beach,800,apartment,600,1,1,1,1,1,0,NA,NA,fl
tampa bay area,1630,apartment,1086,2,2,0,0,1,0,NA,NA,fl
upper peninsula,1300,apartment,1100,3,1,0,0,1,0,w/d in unit,off-street parking,mi
daytona beach,1300,apartment,1121,2,2,1,1,1,0,w/d in unit,NA,fl
columbus,895,apartment,750,1,1,1,1,1,0,w/d in unit,off-street parking,oh
des moines,805,apartment,872,2,2,0,0,1,0,laundry in bldg,NA,ia
hudson valley,1700,house,1133,2,1,0,0,1,0,w/d hookups,off-street parking,ny
spokane / coeur d'alene,1495,apartment,1370,3,2,1,1,0,0,w/d in unit,attached garage,id
ventura county,1983,townhouse,1020,2,1.5,1,1,1,0,w/d in unit,carport,ca
"st louis, MO",635,apartment,865,2,1,1,1,1,0,w/d hookups,off-street parking,il
huntsville / decatur,1140,apartment,1326,3,2,1,1,1,0,w/d in unit,NA,al
scranton / wilkes-barre,1200,apartment,1000,2,2,0,0,1,1,laundry in bldg,off-street parking,pa
akron / canton,975,condo,970,2,2,0,0,1,0,w/d hookups,attached garage,oh
cleveland,950,house,1132,3,2,1,1,1,0,NA,NA,oh
charlotte,1655,apartment,1005,2,2,1,1,0,0,NA,NA,nc
college station,589,apartment,480,0,1,1,1,1,0,NA,NA,tx
daytona beach,1089,apartment,871,1,1,1,1,1,0,w/d in unit,NA,fl
raleigh / durham / CH,1025,apartment,900,2,1,1,1,1,0,w/d in unit,NA,nc
kenai peninsula,800,house,1344,4,1,1,1,1,0,NA,NA,ak
lubbock,899,apartment,1095,2,2,1,1,0,0,w/d hookups,carport,tx
detroit metro,925,apartment,1200,2,1.5,1,1,1,0,NA,NA,mi
greenville / upstate,799,apartment,639,1,1,1,1,1,0,NA,detached garage,sc
fort collins / north CO,899,apartment,550,1,1,1,1,1,0,laundry on site,off-street parking,co
mcallen / edinburg,2400,house,3500,4,3.5,0,0,1,0,w/d hookups,attached garage,tx
north dakota,1150,apartment,1134,3,2,0,0,1,0,NA,NA,nd
dayton / springfield,599,apartment,575,1,1,1,1,1,0,laundry in bldg,off-street parking,oh
mankato,650,apartment,240,1,1,0,0,0,1,NA,off-street parking,mn
reading,1395,house,105,4,1,0,0,1,0,w/d hookups,carport,pa
jacksonville,1213,house,1430,4,1.5,1,1,1,0,NA,NA,nc
"washington, DC",1211,apartment,940,2,1,1,1,0,0,laundry in bldg,street parking,dc
"kansas city, MO",600,apartment,480,0,1,1,1,1,0,laundry on site,off-street parking,ks
nashville,825,apartment,105,1,1,1,1,1,0,laundry on site,NA,tn
ann arbor,1075,apartment,858,2,1.5,1,1,1,0,laundry in bldg,NA,mi
college station,769,apartment,900,2,1,1,1,1,0,laundry on site,NA,tx
el paso,775,apartment,800,2,1,1,1,1,0,NA,NA,tx
norfolk / hampton roads,825,apartment,699,2,1,0,0,1,0,laundry on site,off-street parking,va
hawaii,1595,apartment,550,2,1,1,1,0,0,laundry on site,off-street parking,hi
skagit / island / SJI,1200,apartment,1000,1,1,0,0,0,0,laundry on site,off-street parking,wa
rochester,860,apartment,850,2,1.5,1,1,1,0,laundry on site,off-street parking,ny
hudson valley,1500,apartment,900,1,1,1,1,0,0,w/d in unit,carport,ny
rochester,880,apartment,390,0,1,1,0,1,0,laundry in bldg,off-street parking,ny
harrisburg,975,house,1742,3,2,1,1,1,0,NA,NA,pa
greenville / upstate,1073,apartment,644,1,1,1,1,0,1,w/d in unit,NA,sc
jacksonville,1200,house,4005,4,4,1,1,1,0,NA,attached garage,nc
peoria,650,apartment,750,1,1,1,1,1,0,laundry on site,NA,il
sarasota-bradenton,1175,duplex,800,2,1.5,1,1,0,0,w/d hookups,off-street parking,fl
annapolis,1589,apartment,760,1,1,1,1,1,0,w/d in unit,NA,md
raleigh / durham / CH,885,apartment,525,1,1,1,1,1,0,laundry on site,off-street parking,nc
hanford-corcoran,1145,apartment,1092,2,2,0,0,1,0,w/d in unit,carport,ca
louisville,709,apartment,430,0,1,1,1,1,1,w/d in unit,detached garage,ky
moses lake,1460,apartment,1005,2,2,1,1,0,1,w/d in unit,carport,wa
worcester / central MA,1795,townhouse,1050,2,1,1,0,1,0,w/d in unit,off-street parking,ma
savannah / hinesville,765,apartment,792,1,1,1,1,1,0,w/d hookups,detached garage,ga
albany,1315,apartment,1195,2,2,0,0,1,0,NA,NA,ny
philadelphia,875,house,1300,3,2,1,0,1,0,w/d in unit,attached garage,pa
richmond,1279,townhouse,949,2,1.5,1,1,1,0,w/d hookups,off-street parking,va
mohave county,835,apartment,981,3,2,1,1,1,0,laundry on site,off-street parking,az
nashville,1140,apartment,1220,2,2,1,1,1,0,NA,NA,tn
ft myers / SW florida,907,apartment,650,1,1,0,0,1,0,NA,NA,fl
south jersey,1980,apartment,1144,2,2,0,0,1,0,NA,NA,nj
ames,685,apartment,600,1,1,0,0,1,0,laundry on site,off-street parking,ia
rapid city / west SD,1289,apartment,1294,3,2,0,0,0,0,w/d in unit,off-street parking,sd
richmond,1105,apartment,978,2,2,1,1,1,0,w/d hookups,off-street parking,va
victoria,840,apartment,907,2,2,0,0,1,0,laundry on site,NA,tx
harrisburg,1260,apartment,1130,2,2,1,1,1,0,w/d hookups,off-street parking,pa
lynchburg,850,condo,1000,2,2,1,1,0,0,w/d in unit,off-street parking,va
east idaho,980,apartment,740,1,1,1,1,0,0,w/d in unit,carport,id
tuscaloosa,1209,house,2026,4,2,1,1,1,0,w/d hookups,attached garage,al
stockton,1600,apartment,1288,2,2,1,1,1,0,w/d hookups,carport,ca
phoenix,875,apartment,636,2,1,1,1,1,0,NA,NA,az
flagstaff / sedona,1327,apartment,737,2,1,1,1,1,0,laundry on site,carport,az
"washington, DC",2375,apartment,1260,3,2,1,1,1,0,w/d in unit,NA,dc
rhode island,1605,apartment,1238,2,1,1,1,1,0,w/d in unit,NA,ri
rochester,799,apartment,576,1,1,0,0,1,0,laundry on site,NA,ny
raleigh / durham / CH,1165,apartment,1065,2,2,0,0,1,0,NA,NA,nc
los angeles,2380,apartment,603,0,1,1,1,1,0,w/d in unit,attached garage,ca
"washington, DC",1480,apartment,488,0,1,1,1,1,0,laundry in bldg,NA,dc
jacksonville,1125,apartment,762,1,1,1,1,0,0,w/d in unit,off-street parking,fl
norfolk / hampton roads,750,apartment,855,1,1,1,1,0,0,NA,NA,va
la crosse,595,apartment,700,1,1,0,0,1,0,w/d in unit,off-street parking,wi
chattanooga,909,apartment,727,1,1,1,1,1,0,w/d hookups,off-street parking,tn
tulsa,705,apartment,1040,2,2,1,1,1,0,NA,NA,ok
lincoln,1550,apartment,1671,3,2.5,1,1,1,0,w/d hookups,NA,ne
jacksonville,1600,apartment,1178,2,2,1,1,0,0,w/d in unit,off-street parking,fl
pensacola,843,apartment,735,1,1,1,1,1,0,laundry on site,off-street parking,fl
central NJ,1485,apartment,710,1,1,1,1,0,0,w/d in unit,attached garage,nj
new river valley,1100,apartment,952,2,1,1,1,1,0,laundry on site,off-street parking,va
kalamazoo,999,apartment,1125,2,2,1,1,0,0,w/d in unit,off-street parking,mi
visalia-tulare,1950,house,1857,3,2.5,0,0,1,0,w/d hookups,attached garage,ca
buffalo,675,apartment,625,1,1.5,1,1,1,0,NA,off-street parking,ny
north jersey,2838,apartment,796,1,1,1,1,0,0,w/d in unit,attached garage,nj
salt lake city,1379,apartment,1297,2,2,0,0,1,0,NA,NA,ut
panama city,1235,apartment,1269,2,2,1,1,0,0,w/d hookups,NA,fl
las vegas,820,apartment,811,1,1,1,1,1,0,w/d in unit,carport,nv
ithaca,595,townhouse,1800,3,2,1,1,0,1,w/d in unit,off-street parking,ny
tucson,975,apartment,105,2,1,1,1,0,0,laundry in bldg,off-street parking,az
st cloud,1195,apartment,1024,1,1,1,1,1,0,NA,NA,mn
battle creek,908,townhouse,1200,3,1,1,1,1,0,w/d hookups,off-street parking,mi
gainesville,823,apartment,930,2,2,1,1,1,0,NA,NA,fl
san diego,2192,apartment,668,1,1,1,1,0,0,w/d in unit,detached garage,ca
lakeland,989,apartment,910,1,1,0,1,1,0,w/d in unit,NA,fl
albany,1307,apartment,1239,2,2,1,1,1,0,NA,NA,ny
columbia,650,apartment,810,2,2,1,1,1,0,laundry on site,NA,sc
lafayette,926,apartment,883,1,1,1,1,0,0,NA,NA,la
reading,400,house,1144,2,2,1,1,1,1,w/d hookups,NA,pa
memphis,575,apartment,685,1,1,1,1,1,0,NA,NA,tn
denver,1724,apartment,1085,2,2.5,1,1,0,0,w/d in unit,attached garage,co
albany,750,apartment,1400,3,1,0,0,1,0,NA,NA,ny
greensboro,660,apartment,660,1,1,1,1,1,0,w/d in unit,off-street parking,nc
peoria,1045,apartment,916,2,2,1,1,1,0,w/d in unit,street parking,il
st augustine,160,condo,950,1,1,0,0,0,1,w/d in unit,off-street parking,fl
tucson,655,apartment,652,1,1,1,1,1,0,laundry on site,carport,az
south jersey,1480,apartment,967,1,1,1,1,0,0,w/d in unit,off-street parking,nj
pueblo,950,duplex,937,2,1.5,0,0,1,0,w/d hookups,attached garage,co
macon / warner robins,325,apartment,300,1,1,0,0,1,1,laundry in bldg,off-street parking,ga
detroit metro,825,apartment,1100,1,1,1,1,1,0,NA,NA,mi
colorado springs,859,apartment,516,1,1,1,1,1,0,laundry in bldg,off-street parking,co
orange county,1867,apartment,563,1,1,1,1,0,0,w/d in unit,carport,ca
south florida,1705,apartment,969,2,1,0,0,1,0,NA,NA,fl
tampa bay area,1000,apartment,800,2,1,0,0,1,1,no laundry on site,off-street parking,fl
odessa / midland,1205,apartment,1075,2,2,1,1,1,0,laundry on site,off-street parking,tx
buffalo,1800,house,2100,4,1.5,0,1,0,1,laundry on site,detached garage,ny
bowling green,1299,apartment,1468,3,2,1,1,0,0,w/d hookups,NA,ky
omaha / council bluffs,1145,apartment,1110,2,2,0,0,1,0,NA,NA,ia
richmond,1205,apartment,1000,2,1.5,1,1,1,0,laundry on site,off-street parking,va
boulder,1449,apartment,767,1,1,0,0,1,0,NA,NA,co
south jersey,1450,apartment,661,1,1,1,1,0,0,w/d in unit,street parking,nj
daytona beach,1079,apartment,900,2,2,1,1,1,0,w/d in unit,off-street parking,fl
palm springs,1550,apartment,888,2,2,1,1,1,0,laundry on site,carport,ca
palm springs,2500,duplex,2000,2,2,0,0,1,0,w/d in unit,detached garage,ca
grand rapids,960,apartment,980,2,1,1,1,0,0,laundry in bldg,carport,mi
central NJ,2061,apartment,780,1,1,1,1,0,0,w/d in unit,detached garage,nj
tallahassee,999,apartment,972,2,2,1,1,0,0,w/d hookups,NA,fl
ft myers / SW florida,1650,apartment,1344,4,2,1,1,1,0,w/d hookups,off-street parking,fl
lakeland,1009,apartment,1172,2,2,1,1,1,0,laundry on site,off-street parking,fl
chattanooga,965,apartment,857,1,1,1,1,1,0,w/d in unit,NA,tn
holland,969,manufactured,960,2,2,1,1,1,0,w/d in unit,NA,mi
augusta,849,apartment,1125,2,2,1,1,1,0,w/d hookups,off-street parking,ga
roanoke,845,apartment,875,3,1,1,1,0,0,NA,NA,va
south jersey,1050,apartment,788,1,1,1,1,1,0,w/d hookups,off-street parking,nj
santa maria,1806,apartment,788,2,1,1,1,1,0,laundry on site,carport,ca
orange county,1505,apartment,850,2,2,1,1,1,0,w/d in unit,carport,ca
new orleans,1200,apartment,1268,3,2,1,1,1,0,laundry on site,NA,la
akron / canton,759,manufactured,1088,3,2,1,1,1,0,w/d hookups,NA,oh
"st louis, MO",2195,apartment,2000,3,2,1,0,1,0,laundry in bldg,detached garage,il
college station,599,townhouse,1700,4,4,1,1,0,1,w/d in unit,carport,tx
odessa / midland,500,house,762,2,1,1,1,1,0,w/d in unit,off-street parking,tx
dubuque,1075,apartment,833,1,1,0,0,0,0,w/d in unit,off-street parking,ia
annapolis,1584,apartment,1056,2,1.5,1,1,1,0,w/d hookups,NA,md
green bay,900,apartment,640,1,1,0,0,0,0,no laundry on site,off-street parking,wi
jacksonville,1276,apartment,1450,3,2,1,1,0,0,w/d in unit,off-street parking,fl
topeka,690,apartment,869,2,1,1,1,1,0,laundry in bldg,off-street parking,ks
springfield,700,apartment,1200,2,2,1,1,0,0,w/d hookups,NA,mo
stockton,1600,apartment,850,1,1,1,1,1,0,laundry on site,carport,ca
las vegas,1105,apartment,897,2,2,0,0,1,0,NA,NA,nv
central NJ,2534,apartment,1083,1,1,0,0,0,0,w/d in unit,off-street parking,nj
"quad cities, IA/IL",1075,apartment,1097,2,2,1,1,1,1,w/d in unit,attached garage,il
fayetteville,959,apartment,1026,2,2,1,1,0,0,w/d hookups,NA,nc
chattanooga,9976.19999999997,manufactured,1568,3,2,1,1,1,0,w/d hookups,off-street parking,tn
raleigh / durham / CH,1315,apartment,1311,3,2,0,0,1,0,NA,NA,nc
"washington, DC",1438,apartment,760,1,1,1,1,1,0,w/d in unit,NA,dc
frederick,699,apartment,700,1,1,0,0,0,1,w/d in unit,street parking,md
rochester,660,house,1155,2,2,1,1,1,1,NA,NA,ny
northern WI,685,apartment,900,2,1,0,0,0,0,laundry on site,street parking,wi
decatur,534,apartment,460,0,1,1,1,1,0,laundry in bldg,off-street parking,il
manhattan,825,apartment,850,2,2,1,1,1,0,laundry in bldg,off-street parking,ks
richmond,1045,apartment,600,1,1,1,1,0,0,laundry in bldg,street parking,va
rochester,915,apartment,950,2,1,1,1,1,0,laundry in bldg,off-street parking,mn
wilmington,1500,townhouse,1180,3,2,1,1,1,0,w/d in unit,attached garage,nc
ames,855,apartment,810,2,1,1,1,0,0,laundry in bldg,off-street parking,ia
charlotte,975,apartment,740,1,1,1,1,1,0,w/d in unit,NA,nc
salem,1105,apartment,549,0,1,1,1,0,0,w/d in unit,NA,or
lexington,765,apartment,916,1,1,1,1,0,0,w/d in unit,off-street parking,ky
chattanooga,949,apartment,860,2,1.5,1,1,1,0,w/d hookups,carport,tn
lakeland,955,apartment,750,1,1,1,1,1,0,w/d in unit,NA,fl
knoxville,1800,house,3000,3,3,0,0,1,0,w/d in unit,attached garage,tn
buffalo,750,apartment,360,0,1,1,1,0,0,NA,NA,ny
champaign urbana,650,apartment,1000,2,1,0,0,0,0,w/d in unit,street parking,il
delaware,1017,apartment,820,2,1,0,0,1,0,NA,NA,de
jackson,875,apartment,1341,3,2,0,0,1,0,NA,NA,tn
san marcos,1146,apartment,1040,2,2,1,1,1,0,NA,NA,tx
mohave county,880,apartment,1128,3,2,1,1,1,0,w/d in unit,carport,az
omaha / council bluffs,1105,apartment,625,1,1,1,1,1,0,w/d in unit,detached garage,ia
gainesville,619,apartment,949,2,2,0,0,1,0,w/d in unit,off-street parking,fl
cedar rapids,1095,house,2200,2,1.5,0,0,0,0,w/d in unit,attached garage,ia
north dakota,835,apartment,820,1,1,0,0,0,0,w/d in unit,detached garage,nd
greensboro,1325,apartment,1500,3,2.5,0,0,1,0,NA,NA,nc
oklahoma city,670,apartment,925,2,2,1,1,1,0,w/d hookups,NA,ok
winston-salem,725,apartment,770,2,1,1,1,1,0,w/d hookups,NA,nc
space coast,1090,house,1014,3,2,1,1,0,0,w/d hookups,carport,fl
"washington, DC",1200,apartment,790,1,1,0,0,1,0,NA,NA,dc
jacksonville,1275,apartment,1105,2,2,1,1,1,0,w/d in unit,detached garage,fl
bowling green,1027,apartment,1014,2,2,1,1,1,0,NA,NA,ky
greenville / upstate,859,apartment,764,1,1,0,0,1,0,NA,NA,sc
boulder,1460,apartment,880,1,1,1,1,0,0,w/d in unit,off-street parking,co
bakersfield,499,house,1200,3,2,1,1,1,0,NA,NA,ca
janesville,705,apartment,669,1,1,1,0,1,0,laundry on site,street parking,wi
colorado springs,950,duplex,750,2,1,1,1,1,0,no laundry on site,NA,co
muncie / anderson,850,apartment,1120,3,1.5,1,1,1,0,laundry on site,off-street parking,in
topeka,540,house,765,2,1,1,1,1,0,NA,NA,ks
oklahoma city,763,apartment,1200,2,1.5,1,1,1,0,laundry on site,NA,ok
san diego,2191,apartment,729,1,1,1,1,0,0,w/d in unit,attached garage,ca
winston-salem,1595,house,2600,3,2.5,0,0,0,0,w/d in unit,attached garage,nc
space coast,1215,apartment,1000,1,2,1,1,1,0,w/d hookups,NA,fl
fort collins / north CO,1277,apartment,600,1,1,0,0,1,0,laundry on site,off-street parking,co
pittsburgh,1229,apartment,1000,1,1,1,0,1,0,laundry in bldg,off-street parking,pa
sarasota-bradenton,1145,apartment,777,1,1,1,1,1,0,w/d in unit,off-street parking,fl
anchorage / mat-su,1000,apartment,1000,2,2,0,0,0,0,laundry in bldg,off-street parking,ak
wilmington,1095,house,1050,3,1.5,0,0,1,0,NA,NA,nc
los angeles,2649,apartment,897,1,1.5,1,1,0,0,w/d in unit,attached garage,ca
greensboro,945,apartment,1181,2,2.5,1,1,1,0,w/d in unit,off-street parking,nc
orlando,1622,apartment,1390,3,2,1,1,1,0,NA,street parking,fl
asheville,1000,apartment,1190,2,1,1,1,1,0,laundry on site,off-street parking,nc
eastern NC,525,apartment,975,2,1,0,0,1,0,laundry in bldg,off-street parking,nc
austin,1405,apartment,616,1,1,0,0,1,0,w/d in unit,attached garage,tx
madison,885,apartment,550,1,1,1,0,1,0,laundry in bldg,off-street parking,wi
wichita,700,house,1200,3,2,0,0,1,0,NA,NA,ks
odessa / midland,1500,flat,1225,2,2,1,1,0,0,w/d hookups,attached garage,tx
